nom_de_l_etablissment,ips_voie_pro,type_de_lycee,secteur,uai,ips_ensemble_gt_pro,code_du_departement,rentree_scolaire,code_insee_de_la_commune,academie,departement,nom_de_la_commune,ips_voie_gt,ecart_type_de_l_ips_voie_pro,ecart_type_de_l_ips_voie_gt
LYCEE GENERAL ET TECHNOLOGIQUE HENRI MATISSE,,LEGT,public,0061884R,129.0,06,2020-2021,06157,NICE,ALPES-MARITIMES,VENCE,129.0,,33.7
LYCEE GENERAL ET TECHNOLOGIQUE SIMONE VEIL,,LEGT,public,0062015H,138.7,06,2020-2021,06152,NICE,ALPES-MARITIMES,VALBONNE,138.7,,32.1
LYCEE POLYVALENT PRIVE SACRE COEUR,96.4,LPO,privé sous contrat,0070071P,115.1,07,2020-2021,07324,GRENOBLE,ARDECHE,TOURNON SUR RHONE,118.0,32.7,33.6
LYCEE PROFESSIONNEL PRIVE MARC SEGUIN,95.3,LP,privé sous contrat,0070100W,95.3,07,2020-2021,07010,GRENOBLE,ARDECHE,ANNONAY,,30.6,
LYCEE PROFESSIONNEL PRIVE NOTRE DAME LYCEE DES METIERS DU TRAVAIL SOCIAL ET DE LA SANTE,80.5,LP,privé sous contrat,0070114L,80.5,07,2020-2021,07186,GRENOBLE,ARDECHE,PRIVAS,,36.6,
LYCEE GENERAL ET TECHNOLOGIQUE PIERRE BAYLE,,LEGT,public,0080045F,93.7,08,2020-2021,08409,REIMS,ARDENNES,SEDAN,93.7,,33.4
LYCEE PROFESSIONNEL JEAN BAPTISTE CLEMENT LYCEE DES METIERS DE L AUTOMOBILE ET DE L INDUSTRIE,78.8,LP,public,0080047H,78.8,08,2020-2021,08409,REIMS,ARDENNES,SEDAN,,27.5,
LYCEE GENERAL THOMAS MASARYK,,LEGT,public,0080053P,108.7,08,2020-2021,08490,REIMS,ARDENNES,VOUZIERS,108.7,,34.1
LYCEE GENERAL PRIVE MABILLON,,LEGT,privé sous contrat,0080081V,109.9,08,2020-2021,08409,REIMS,ARDENNES,SEDAN,109.9,,34.6
LYCEE PROFESSIONNEL PRIVE JEANNE D ARC,80.6,LP,privé sous contrat,0080093H,80.6,08,2020-2021,08490,REIMS,ARDENNES,VOUZIERS,,22.6,
LYCEE POLYVALENT BAZEILLES LYCEE DES METIERS DE L HOTELLERIE RESTAURATION ET DU TOURISME,87.1,LPO,public,0081047V,94.5,08,2020-2021,08053,REIMS,ARDENNES,BAZEILLES,109.7,30.4,37.7
LYCEE PROFESSIONNEL FRANCOIS CAMEL LYCEE DES METIERS RESTAURATION ET SERVICES A LA PERSONNE,91.5,LP,public,0090020Y,91.5,09,2020-2021,09261,TOULOUSE,ARIEGE,SAINT GIRONS,,30.7,
LYCEE PROFESSIONNEL DR PHILIPPE TISSIE LYCEE DES METIERS MAINTENANCE DES ENGINS MECANIQUES,96.5,LP,public,0090024C,96.5,09,2020-2021,09282,TOULOUSE,ARIEGE,SAVERDUN,,28.8,
LYCEE POLYVALENT LES LOMBARDS,81.5,LPO,public,0100025Y,94.9,10,2020-2021,10387,REIMS,AUBE,TROYES,106.0,29.5,35.7
LYCEE PROFESSIONNEL PRIVE LEONIE AVIAT,82.6,LP,privé sous contrat,0100063P,82.6,10,2020-2021,10387,REIMS,AUBE,TROYES,,27.8,
LYCEE GENERAL ET TECHNOLOGIQUE EDOUARD HERRIOT,,LEGT,public,0101016A,111.8,10,2020-2021,10362,REIMS,AUBE,SAINTE SAVINE,111.8,,35.9
LYCEE POLYVALENT GERMAINE TILLION,85.0,LPO,public,0110012D,100.6,11,2020-2021,11076,MONTPELLIER,AUDE,CASTELNAUDARY,108.3,27.6,36.6
LYCEE PROFESSIONNEL RAYMOND SAVIGNAC,92.9,LP,public,0121157T,92.9,12,2020-2021,12300,TOULOUSE,AVEYRON,VILLEFRANCHE DE ROUERGUE,,29.0,
LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LOUIS QUERBES,,LEGT,privé sous contrat,0121428M,119.4,12,2020-2021,12202,TOULOUSE,AVEYRON,RODEZ,119.4,,28.2
LYCEE POLYVALENT VAUVENARGUES,92.2,LPO,public,0130003H,118.7,13,2020-2021,13001,AIX-MARSEILLE,BOUCHES-DU-RHONE,AIX EN PROVENCE,128.5,30.5,36.3
LYCEE POLYVALENT MONTMAJOUR,79.7,LPO,public,0130010R,92.5,13,2020-2021,13004,AIX-MARSEILLE,BOUCHES-DU-RHONE,ARLES,101.4,28.9,37.5
LYCEE PROFESSIONNEL GUSTAVE EIFFEL,83.4,LP,public,0130013U,83.4,13,2020-2021,13005,AIX-MARSEILLE,BOUCHES-DU-RHONE,AUBAGNE,,29.5,
LYCEE GENERAL ET TECHNOLOGIQUE SAINT EXUPERY,,LEGT,public,0130048G,71.7,13,2020-2021,13215,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE 15E ARRONDISSEMENT,71.7,,25.4
LYCEE PROFESSIONNEL LYCEE DES METIERS LA FLORIDE,64.1,LP,public,0130056R,64.1,13,2020-2021,13214,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE 14E ARRONDISSEMENT,,20.8,
LYCEE PROFESSIONNEL FREDERIC MISTRAL LYCEE DES METIERS DE L AUTOMOBILE ET DES SERVICES AUX ENTREPRISES,74.7,LP,public,0130062X,74.7,13,2020-2021,13208,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE 8E ARRONDISSEMENT,,25.4,
LYCEE PROFESSIONNEL AMPERE,73.0,LP,public,0130072H,73.0,13,2020-2021,13210,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE 10E ARRONDISSEMENT,,25.2,
LYCEE GENERAL PRIVE LACORDAIRE,,LEGT,privé sous contrat,0131324U,147.6,13,2020-2021,13213,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE 13E ARRONDISSEMENT,147.6,,24.9
LYCEE TECHNOLOGIQUE PRIVE CHARLES PEGUY,95.4,LPO,privé sous contrat,0131402D,96.8,13,2020-2021,13206,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE 6E ARRONDISSEMENT,97.8,32.2,33.3
LYCEE TECHNOLOGIQUE PRIVE SAINT VINCENT DE PAUL,79.5,LPO,privé sous contrat,0131403E,82.6,13,2020-2021,13206,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE 6E ARRONDISSEMENT,84.4,29.1,29.5
LYCEE PROFESSIONNEL PRIVE SAINT ANDRE LYCEE DES METIERS DU TRANSPORT DE LA LOGISTIQUE ET DE LA MAINTENANCE DES VEHICULES INDUSTRIELS,70.7,LP,privé sous contrat,0131432L,70.7,13,2020-2021,13216,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE 16E ARRONDISSEMENT,,28.2,
LYCEE PROFESSIONNEL PRIVE BRISE LAMES,85.0,LP,privé sous contrat,0131484T,85.0,13,2020-2021,13056,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARTIGUES,,29.0,
LYCEE PROFESSIONNEL JEAN LURCAT LYCEE DES METIERS DES STRUCTURES METALLIQUES ET DES SYSTEMES NUMERIQUES,87.1,LP,public,0132211H,87.1,13,2020-2021,13056,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARTIGUES,,31.6,
LYCEE GENERAL ET TECHNOLOGIQUE MAURICE GENEVOIX,,LEGT,public,0132410Z,106.9,13,2020-2021,13054,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARIGNANE,106.9,,35.0
LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE MARIE,,LEGT,privé sous contrat,0132810J,141.2,13,2020-2021,13005,AIX-MARSEILLE,BOUCHES-DU-RHONE,AUBAGNE,141.2,,26.5
LYCEE PROFESSIONNEL PRIVE CLOVIS HUGUES,97.8,LP,privé sous contrat,0133305X,97.8,13,2020-2021,13001,AIX-MARSEILLE,BOUCHES-DU-RHONE,AIX EN PROVENCE,,28.4,
LYCEE GENERAL ET TECHNOLOGIQUE PRIVE ORT LEON BRAMSON,,LEGT,privé sous contrat,0133334D,109.7,13,2020-2021,13210,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE 10E ARRONDISSEMENT,109.7,,36.5
LYCEE TECHNOLOGIQUE PRIVE SAINTE MARIE,103.5,LPO,privé sous contrat,0133395V,106.8,13,2020-2021,13001,AIX-MARSEILLE,BOUCHES-DU-RHONE,AIX EN PROVENCE,114.0,33.5,37.4
LYCEE TECHNOLOGIQUE PRIVE MARIE GASQUET,92.2,LPO,privé sous contrat,0133474F,92.1,13,2020-2021,13212,AIX-MARSEILLE,BOUCHES-DU-RHONE,MARSEILLE 12E ARRONDISSEMENT,91.7,33.6,26.1
LYCEE PROFESSIONNEL VICTOR LEPINE LYCEE DES METIERS D ARTS APPLIQUES A LA CREATION ET AU BIEN ETRE,83.2,LP,public,0140018U,83.2,14,2020-2021,14118,CAEN,CALVADOS,CAEN,,27.4,
LYCEE PROFESSIONNEL CAMILLE CLAUDEL LYCEE DES METIERS DES SERVICES,79.0,LP,public,0140019V,79.0,14,2020-2021,14118,CAEN,CALVADOS,CAEN,,27.8,
LYCEE POLYVALENT GUILLAUME LE CONQUERANT LYCEE DES METIERS DE LA GESTION,83.4,LPO,public,0140052F,106.0,14,2020-2021,14258,CAEN,CALVADOS,FALAISE,113.4,25.2,34.2
LYCEE POLYVALENT ALBERT SOREL,86.8,LPO,public,0140056K,106.4,14,2020-2021,14333,CAEN,CALVADOS,HONFLEUR,112.3,27.8,31.9
LYCEE GENERAL MARCEL GAMBIER,,LEGT,public,0140061R,111.0,14,2020-2021,14366,CAEN,CALVADOS,LISIEUX,111.0,,34.8
LYCEE GENERAL PRIVE INSTITUTION JEANNE D ARC,,LEGT,privé sous contrat,0141157G,108.0,14,2020-2021,14047,CAEN,CALVADOS,BAYEUX,108.0,,32.6
LYCEE GENERAL PRIVE JEANNE D ARC,,LEGT,privé sous contrat,0141161L,134.4,14,2020-2021,14118,CAEN,CALVADOS,CAEN,134.4,,32.0
LYCEE GENERAL PRIVE INSTITUTION SAINTE MARIE,,LEGT,privé sous contrat,0141164P,117.7,14,2020-2021,14118,CAEN,CALVADOS,CAEN,117.7,,36.4
